published_datetime,published_time,publisher,scraped_at,thumbnail_url
2025-05-16T13:40:53.361415,2 days ago,AI regulation ban meets opposition from state attorneys general over risks to US consumers,2025-05-18T13:40:53.360414,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.reuters.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
2025-05-18T13:30:53.361415,10 minutes ago,AI Warning: ‘You won’t lose your job to AI. You’ll lose it to someone who knows how to use it.’,2025-05-18T13:40:53.361415,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://euroweeklynews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
2025-05-16T13:40:53.363578,2 days ago,US and UAE collaborate on AI megaproject to boost regional innovation,2025-05-18T13:40:53.362638,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.cio.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
2025-05-17T22:40:53.364560,15 hours ago,Lightchain AI Mainnet Launch in July to Introduce Decentralized AI Marketplace,2025-05-18T13:40:53.363578,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://news.bitcoin.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
2025-05-16T13:40:53.366421,2 days ago,"Scarlett Johansson takes aim at companies using her likeness, voice in AI",2025-05-18T13:40:53.365388,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.foxnews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
2025-05-16T13:40:53.367407,2 days ago,"U.S., UAE agree on path for Emirates to buy top American AI chips, Trump says",2025-05-18T13:40:53.366421,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cnbc.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
2025-05-15T13:40:53.368520,3 days ago,White House announces AI data center campus partnership with the UAE,2025-05-18T13:40:53.367407,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cnbc.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
Yesterday,Yesterday,El Paso lawmaker pushes for AI regulation to combat child exploitation,2025-05-18T13:40:53.368520,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://kfoxtv.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
2025-05-17T15:40:53.370585,22 hours ago,AI system can predict child malnutrition before it strikes,2025-05-18T13:40:53.370585,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.earth.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
2025-05-18T02:40:53.371520,11 hours ago,"Beyond Nvidia, Four Things to Know at Asia’s Biggest Tech Show",2025-05-18T13:40:53.371520,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.bloomberg.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
2025-05-14T13:40:53.373592,4 days ago,Trump administration rescinds curbs on AI chip exports to foreign markets,2025-05-18T13:40:53.372611,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://apnews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
2025-05-16T13:40:53.377482,2 days ago,"WNBA monitoring fans, with AI, to crack down on 'hate speech' amid Caitlin Clark-Angel Reese rivalry renewal",2025-05-18T13:40:53.374387,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.foxnews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
